nmae,price,old price,sale,url,image,fullDescription,productInformation,rating,brand,is_best_seller,new release,productCategory
Organizer Holder,Shipped from abroad,EGP 309.00,33%,https://www.jumia.com.eg/generic-organizer-holder-36993244.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/44/239963/1.jpg?5696,"7 compartment organizer to hold , , blush. Made of durable plastic, make full use of vanities, bathroom countertops, and in cabinets. 7 slots organizer, sits vertically, keep them organized and easy to use. Suitable for and eye shadows, palettes, lip kits, blush palettes,powders, foundations eyc. It can be used in dorms, RVs, campers, home office and craft room to keep papers and small notebooks.",SKU: GE810ST0QC7RVNAFAMZ Model: N/A Production Country: China Size (L x W x H cm): 26.57 x 22.81 x 6.19 Color: Clear Main Material: Acrylic,0 out of 5 (No ratings available),,FALSE,FALSE,beauty
SHEIN 5pcs Fan Shaped Powder Puff,EGP 149.00,,,https://www.jumia.com.eg/shein-5pcs-fan-shaped-powder-puff-37526440.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/04/462573/1.jpg?6179,Height : 1 cm Width : 7 cm Length : 6.5 cm Color: Multicolor Power Supply: No Batteries Included: No Material: Synthetic Fiber,"SKU: SH574ST02NNCDNAFAMZ Model: sb2107137036643743 Production Country: China Color: multi Care Label: No direct sundlight, cleaning with low percentage alcohol",3 out of 5 (4 verified ratings),https://www.jumia.com.eg/shein/,FALSE,FALSE,beauty
Wet n wild Color Icon - E758 Rose In The Air - 10g,EGP 220.00,EGP 320.00,31%,https://www.jumia.com.eg/color-icon-e758-rose-in-the-air-10g-wet-n-wild-mpg893062.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/08/073722/1.jpg?0432,Eyeshadow 10g ,SKU: BR625ST04T1Q2NAFAMZ,4 out of 5 (4 verified ratings),https://www.jumia.com.eg/brand-wet-n-wild/,FALSE,FALSE,beauty
Make Up Brush Set- 32 Pcs,EGP 189.00,EGP 300.00,37%,https://www.jumia.com.eg/make-up-brush-set-32-pcs-generic-mpg881239.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/36/751162/1.jpg?5852,Cosmetic Make Up Brush Kit  32 Pcs,SKU: GE810HB0LVPDMNAFAMZ Model: 65464 Size (L x W x H cm): 15 x 23 x 5cm Color: Black Main Material: N/A,5 out of 5 (2 verified ratings),https://www.jumia.com.eg/catalog/productratingsreviews/sku/GE810HB0LVPDMNAFAMZ/,FALSE,FALSE,beauty
Makeup Kabuki Brush Set - Pink - 10 Pcs,EGP 105.00,EGP 175.00,40%,https://www.jumia.com.eg/generic-makeup-kabuki-brush-set-pink-10-pcs-22453740.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/04/735422/1.jpg?2706,"Item Type:Makeup Brush Handle Material:PLASTIC Material:Synthetic Hair Used With:Sets & Kits Model Number:Makeup Blush Brush Material:Synthetic Hair,Nylon Size:Makeup Brushes Quantity:10pcs Item:makeup brush Material:Synthetic Hair+Plastic+aluminium tube Quantity:10pcs",SKU: GE810ST02THVINAFAMZ Model: 654847 Color: Pink,3 out of 5 (2 verified ratings),https://www.jumia.com.eg/catalog/productratingsreviews/sku/GE810ST02THVINAFAMZ/,FALSE,FALSE,beauty
Make Up Brush Set With PU Bag - 24 Pcs - Black,EGP 129.99,EGP 250.00,48%,https://www.jumia.com.eg/make-up-brush-set-with-pu-bag-24-pcs-black-generic-mpg865956.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/87/410742/1.jpg?9467,"Color: Black Bristles material: Fibers Great for apllying cream,powder,and liquid makeup Applicable skin type: all skin types（not include Allergic skin） Packing Include: 24 pcs * Makeup Brushes set with PU bag",SKU: GE810ST1G1IK6NAFAMZ Color: n/a Main Material: fiber,4 out of 5 (83 verified ratings),https://www.jumia.com.eg/catalog/productratingsreviews/sku/GE810ST1G1IK6NAFAMZ/,FALSE,FALSE,beauty
5 Pairs 3D Long Cross Artificial Eyelashes Black Eyelashes,Shipped from abroad,EGP 174.72,50%,https://www.jumia.com.eg/generic-5-pairs-3d-long-cross-artificial-eyelashes-black-eyelashes-33973750.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/05/737933/1.jpg?0127,Durable and good quality nature Rich money Three dimensional multilayer 3D The details are as described above,SKU: GE810ST03EZF1NAFAMZ Model: Eyelashes Production Country: China Size (L x W x H cm): 15.3x9.5x1 Color: black Main Material: Imitation water armpit hair,0 out of 5 (No ratings available),,FALSE,TRUE,beauty
SHEIN 1pc Makeup Sponge & 13pcs Makeup Brush Set With Storage Bag,EGP 399.00,EGP 400.00,1%,https://www.jumia.com.eg/shein-1pc-makeup-sponge-13pcs-makeup-brush-set-with-storage-bag-34782201.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/10/228743/1.jpg?8953,"Fix Pink Brush Set* 13 piece brush set* comes with free pouch* sythetic bristles, soft & fluffy* perfect gift idea",SKU: SH574ST0638JRNAFAMZ,0 out of 5 (No ratings available),https://www.jumia.com.eg/shein/,FALSE,FALSE,beauty
VVHUDA Faux Mink Eyelashes Super-Soft Tapered Fiber 5 Pair,Shipped from abroad,EGP 275.84,44%,https://www.jumia.com.eg/generic-vvhuda-faux-mink-eyelashes-super-soft-tapered-fiber-5-pair-37347297.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/79/274373/1.jpg?2108,Durable and good quality VVHUDA Faux Mink Eyelashes VVHUDA Faux Mink Eyelashes Super-soft Tapered Fiber Eyelashes The details are as described above,SKU: GE810ST1B74HXNAFAMZ Model: VVHUDA Faux Mink Eyelashes Production Country: China Size (L x W x H cm): 15.5x9.7x1.3 Color: （Noelle）01# Main Material: Imitation water Sable,0 out of 5 (No ratings available),,FALSE,FALSE,beauty
Bourjois Eyeshadow Palette Chocolat 02,EGP 369.00,EGP 388.00,5%,https://www.jumia.com.eg/eyeshadow-palette-chocolat-02-bourjois-mpg886525.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/44/873412/1.jpg?5074,"t's One Diverse Palette Containing A Base, Can Be Applied Wet Or Dry For Striking Looks   Soft Eyeshadows ",SKU: BO755ST0QPSJONAFAMZ Model: 3614228410694 Color: n/a Main Material: n/a,0 out of 5 (No ratings available),https://www.jumia.com.eg/bourjois/,TRUE,FALSE,beauty
Lavender Pure Coconut Oil 200mL,EGP 159.00,EGP 210.00,24%,https://www.jumia.com.eg/lavender-pure-coconut-oil-200ml-25017952.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/25/971052/1.jpg?4136,"* Protects Your Skin From UV Rays * Boosts your metabolic rate. * Increases the number of calories you burn. * One of the best fats for high-heat cooking. * Improves Your Dental Health. * Relieves Skin Irritation and Eczema. * Improves Brain Function. * A wonderful moisturizer for your Skin. * Has antibacterial properties that can help treat infections. * Protects Your Hair From Damage and keep it healthy. * Improves Wound Healing. * Boosts Bone Health. * Makes a Nontoxic Insect Repellent. * A natural way to keep bugs away and avoid bites and stings. * Sed to get rid of stains, including spills on carpets and furniture. * Has strong anti-inflammatory effects. * Has a strong antibacterial properties. * A great natural deodorant that contains no chemicals. * A quick source of energy. * Improves your cuticles, including hangnails. * Relieves Symptoms of Arthritis. * Keeps your furniture looking shiny and polished. * A gentle and effective eye makeup remover. * An ideal natural lip balm.",SKU: LA721ST0FGNE4NAFAMZ Model: 6223006660205 Production Country: Egypt Size (L x W x H cm): 200 ml Color: N/A Main Material: N/A Care Label: &nbsp;,3.7 out of 5 (3 verified ratings),https://www.jumia.com.eg/lavender/,FALSE,FALSE,beauty
Cleo Protective Foundation SPF30 Beige - 30ml - 2 Pcs Bundle,Official Store,EGP 760.00,58%,https://www.jumia.com.eg/cleo-protective-foundation-spf30-beige-30ml-2-pcs-bundle-39831618.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/81/613893/1.jpg?6291,"– Anti-shine, Non-greasy – Lightweight matte finish – Suitable for all skin types – PARABEN FREE",SKU: CL469ST1CL9OLNAFAMZ Model: 6224009604982 Production Country: Egypt Color: Multicolor Main Material: N/A,0 out of 5 (No ratings available),https://www.jumia.com.eg/cleo/,FALSE,TRUE,beauty
Cleo Protective Foundation SPF30 Fair - 30ml - 2 Pcs Bundle,Official Store,EGP 760.00,58%,https://www.jumia.com.eg/cleo-protective-foundation-spf30-fair-30ml-2-pcs-bundle-39831619.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/91/613893/1.jpg?6291,"– Anti-shine, Non-greasy – Lightweight matte finish – Suitable for all skin types – PARABEN FREE",SKU: CL469ST1IJLQDNAFAMZ Model: 6224009604975 Production Country: Egypt Color: Multicolor Main Material: N/A,0 out of 5 (No ratings available),https://www.jumia.com.eg/cleo/,FALSE,FALSE,beauty
Starville Micellar Water 200 Ml,Official Store,,,https://www.jumia.com.eg/starville-micellar-water-200-ml-39576466.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/66/467593/1.jpg?2944,"smoothly removes and whisks away makeup while being gentle on the skin , Safe for use on face, eyes, and lips.  Starville Micellar Water smoothly removes and whisks away makeup while being gentle on the skin.  Starville Micellar Water helps get rid of impurities and oil that clog pores and lead to blemishes and imperfections.  The micelles in the formula provide gentle cleansing without disrupting the skin’s physiological pH.  Enriches your skin with essential vitamins needed for a healthy, glowing natural look.  Leaves your skin hydrated, smooth, and soft.  Safe for use on face, eyes, and lips.  Size:100 ml",SKU: GE810ST13KMQ1NAFAMZ Model: 6224010337527 Production Country: Egypt Size (L x W x H cm): 10.50*4.50*4.50 Color: clear,4 out of 5 (1 verified rating),https://www.jumia.com.eg/starville/,TRUE,FALSE,beauty
Kolagra Brightening Face Toner-200ml,EGP 169.00,,,https://www.jumia.com.eg/kolagra-brightening-face-toner-200ml-38053531.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/13/535083/1.jpg?7404,"Sodium Hyaluronate: Moisturizing Effect   Collagen(Marine): Anti Aging effect  Vitamin E, Vitamin C, Niacinamide, Alpha Arbutin(whitening and Radiance) Aloe Vera, Rosewater Mat Marine Biotech:( يقلل افراز الدهون ويقلل شكل المسام)",SKU: KO681ST0823QJNAFAMZ Model: 6225000504523 Production Country: Egypt Size (L x W x H cm): 20*5 Color: GREY & White Main Material: PLASTIC Care Label: How to use:1- wash your face first with Kolagra vitamin C facial wash&nbsp;2- Put toner on a cotton pad. Lightly spread the toner over your face and neck.3- use it as daily routine 2 times . Shop Type: Jumia Mall,0 out of 5 (No ratings available),https://www.jumia.com.eg/kolagra/,FALSE,FALSE,beauty
Lavender Pure Coconut Oil 500mL,EGP 310.00,EGP 410.00,24%,https://www.jumia.com.eg/lavender-pure-coconut-oil-500ml-25017953.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/35/971052/1.jpg?4194,"* Protects Your Skin From UV Rays * Boosts your metabolic rate. * Increases the number of calories you burn. * One of the best fats for high-heat cooking. * Improves Your Dental Health. * Relieves Skin Irritation and Eczema. * Improves Brain Function. * A wonderful moisturizer for your Skin. * Has antibacterial properties that can help treat infections. * Protects Your Hair From Damage and keep it healthy. * Improves Wound Healing. * Boosts Bone Health. * Makes a Nontoxic Insect Repellent. * A natural way to keep bugs away and avoid bites and stings. * Sed to get rid of stains, including spills on carpets and furniture. * Has strong anti-inflammatory effects. * Has a strong antibacterial properties. * A great natural deodorant that contains no chemicals. * A quick source of energy. * Improves your cuticles, including hangnails. * Relieves Symptoms of Arthritis. * Keeps your furniture looking shiny and polished. * A gentle and effective eye makeup remover. * An ideal natural lip balm.",SKU: LA721ST0LEZFWNAFAMZ Model: 6223006660205 Production Country: Egypt Size (L x W x H cm): 500 ml Color: N/A Main Material: N/A Care Label: &nbsp;,5 out of 5 (1 verified rating),https://www.jumia.com.eg/lavender/,FALSE,FALSE,beauty
Cleo Micellar Water 200ML + Toner 180ML - 2 Pcs Bundle,Official Store,EGP 520.00,62%,https://www.jumia.com.eg/cleo-micellar-water-200ml-toner-180ml-2-pcs-bundle-39680144.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/44/108693/1.jpg?6703,Oil-Free. Anti-shine Non-Greasy Non-comedogenic,SKU: CL469ST0Q9EHHNAFAMZ Model: 6224011102100 + 6224011102018 Production Country: Egypt,5 out of 5 (1 verified rating),https://www.jumia.com.eg/cleo/,FALSE,FALSE,beauty
SHEGLAM Matte Allure Mini Liquid Lipstick Set - Feel Real-4306,EGP 259.00,EGP 399.00,35%,https://www.jumia.com.eg/sheglam-matte-allure-mini-liquid-lipstick-set-feel-real-4306-36983629.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/92/638963/1.jpg?8246,MODEL: SHEGLAM Brand : SHEGLAM Targeted Group : Women Occasion : Casual Type : Makeup MODEL: SHEGLAM Brand : SHEGLAM Targeted Group : Women Occasion : Casual Type : Makeup,SKU: BR060ST1J5KOJNAFAMZ Color: Feel Real Main Material: Mix,5 out of 5 (3 verified ratings),https://www.jumia.com.eg/brand-sheglam/,FALSE,FALSE,beauty
Bourjois PARIS Concealer Healthy Mix Correcting 53 Dark,EGP 240.00,EGP 330.00,27%,https://www.jumia.com.eg/bourjois-paris-concealer-healthy-mix-correcting-53-dark-41963752.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/25/736914/1.jpg?1568,"Foundation 30ml Looking flawless for up to 16 hours soft, fresh texture  53 Beige Clair",SKU: BO755ST0FBMQANAFAMZ,0 out of 5 (No ratings available),https://www.jumia.com.eg/bourjois/,TRUE,FALSE,beauty
Starville Micellar Water 100 Ml,Official Store,,,https://www.jumia.com.eg/starville-micellar-water-100-ml-39576465.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/56/467593/1.jpg?2943,"smoothly removes and whisks away makeup while being gentle on the skin , Safe for use on face, eyes, and lips.  Starville Micellar Water smoothly removes and whisks away makeup while being gentle on the skin.  Starville Micellar Water helps get rid of impurities and oil that clog pores and lead to blemishes and imperfections.  The micelles in the formula provide gentle cleansing without disrupting the skin’s physiological pH.  Enriches your skin with essential vitamins needed for a healthy, glowing natural look.  Leaves your skin hydrated, smooth, and soft.  Safe for use on face, eyes, and lips.  Size:100 ml",SKU: GE810ST0XMAO9NAFAMZ Model: 6224010337510 Production Country: Egypt Size (L x W x H cm): 10.50*4.50*4.50 Color: clear,0 out of 5 (No ratings available),https://www.jumia.com.eg/starville/,FALSE,FALSE,beauty
Abou Yousef 4 Pcs Makeup Beauty Blender Sponges In Box,EGP 49.00,EGP 149.00,67%,https://www.jumia.com.eg/abou-yousef-4-pcs-makeup-beauty-blender-sponges-in-box-38412417.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/71/421483/1.jpg?2047,very useful easy to use fine materials High quality material Elegant design Safe material Colors May Vary ,SKU: AB938ST16IT63NAFAMZ Model: AY-BB01 Production Country: China Color: Colors May Vary Main Material: plastic,4 out of 5 (1 verified rating),,FALSE,FALSE,beauty
Abou Yousef Makeup Blender Beauty Sponge With Bottle Gift Set - 5 Pcs,EGP 99.00,,,https://www.jumia.com.eg/makeup-blender-beauty-sponge-with-bottle-gift-set-5-pcs-abou-yousef-mpg781462.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/62/977712/1.jpg?3246,"Facial Beauty Makeup Sponge Super Soft and Elastic Package Including:5 pcs makeup sponges egg shaped in different colors 【Wet or Dry】--- The makeup sponge set can be used effortlessly for powder in dry and cream or liquid in wet. 【Latex-free】--- All makeup blending sponges are made from latex-free foam, which are soft to touch. 【Egg Shaped】--- The egg shaped beauty sponge blender can let you blend your foundation well and help you to get a flawless makeup. 【Makeup Sponge Case】---These makeup sponges come with a nice jar to you for storage.   ",SKU: AB938ST11HTWWNAFAMZ Model: 1 Color: color may vary,4.3 out of 5 (170 verified ratings),,FALSE,FALSE,beauty
915 Generation 1Pcs Tapered Blending Brush Power Small Contour High Brush,Shipped from abroad,EGP 112.32,47%,https://www.jumia.com.eg/915-generation-1pcs-tapered-blending-brush-power-small-contour-high-brush-37098219.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/91/289073/1.jpg?0558,"High quality brushes made from high-grade synthetic fibers 100% New and High Quality An amazingly soft and super fluffy powder brush.A must have for any makeup brush enthusiast!This blush brush is preferred 2-to-1 over a leading department store brand for finish. Our blush brush is custom-cut to contour and define cheeks for perfect blended,high definition results.Tapered cut to blend like a pro Perfect for cream or powder blush,Large brush used for applying and blending cream or powder bronzer and blushes.Use to create an airbrushed look with ultra-fine synthetic fiber. Color:5# four color hair T-01-192 Material:nylon +wooden handle Size about:20.2*2.2*1.4cm Weight:21g Package Contents: 1*Makeup Brush Only the above package content, other products are not included. Note: Light shooting and different displays may cause the color of the item in the a little different from the real thing. The measurement allowed error is +/- 1-3cm.",SKU: BR830ST1ICN3LNAFAMZ Model: Makeup Brushes Cosmetic tools Production Country: China Size (L x W x H cm): 19.5x2x2 Color: multicolor Main Material: nylon +wooden handle Warranty Address: None,0 out of 5 (No ratings available),,TRUE,TRUE,beauty
915 Generation Choosmile Professional Eyelash Cuer Eye Lash Cuing Clip,Shipped from abroad,EGP 234.88,47%,https://www.jumia.com.eg/915-generation-choosmile-professional-eyelash-cuer-eye-lash-cuing-clip-39260233.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/33/206293/1.jpg?2288,"What it is: This eyelash cuer is designed to guarantee precision and comfort. What it does: The snug handles increase traction and a tighter cu, while the flexible silicone pads create more surface to cover the lash. What else you need to know: Eyelash cuer with non-slip padded handles for better grip. SIZE: 9*9.6*3.5cm colour:Pink Material: Stainless steel Package Contents: 1* Professional Eyelash Cuer Only the above package content, other products are not included. Note: Light shooting and different displays may cause the color of the item in the a little different from the real thing. The measurement allowed error is +/- 1-3cm.",SKU: BR830ST0JRQ51NAFAMZ Model: Choosmile Professional Eyelash Cuer Production Country: China Size (L x W x H cm): 14x6.5x3.5 Color: multicolor Main Material: Stainless steel Warranty Address: None,0 out of 5 (No ratings available),,FALSE,FALSE,beauty
915 Generation 1Pc Finger Ring Nail Art Palette Color Mixing Painting,Shipped from abroad,EGP 69.76,49%,https://www.jumia.com.eg/915-generation-1pc-finger-ring-nail-art-palette-color-mixing-painting-43822395.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/59/322834/1.jpg?6187,"Fashionable and Convenient. Suitable for Painting Nails. Ideal for blending colors and prevents contamination. Just wear this palette ring on your thumb / forefinger while creating the most beautiful nail art. Can be used with Nail Art Paint, s, Polishes, es, Pigments, Lash Adhesive, etc. The rim of the ring is blunt, do not worried about that it will be sharp and will hurt you. Colour:silver Material:stainless steel Size:3.5*3*2.5cm Package Contents: 1*Palette Only the above package content, other products are not included. Note: Light shooting and different displays may cause the color of the item in the a little different from the real thing. The measurement allowed error is +/- 1-3cm.",SKU: BR830ST0ZBHSINAFAMZ Model: Nail Art Palette Production Country: China Size (L x W x H cm): 3.5x2.5x2.5 Color: multicolor Main Material: stainless steel Warranty Address: None,0 out of 5 (No ratings available),,FALSE,FALSE,beauty
915 Generation 5 Pairs 3D Long Cross Artificial Eyelashes Black Eyelashes,Shipped from abroad,EGP 174.08,43%,https://www.jumia.com.eg/915-generation-5-pairs-3d-long-cross-artificial-eyelashes-black-eyelashes-43183017.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/71/038134/1.jpg?0403,Durable and good quality nature Rich money Three dimensional multilayer 3D The details are as described above,SKU: BR830ST16ALDINAFAMZ Model: Eyelashes Production Country: China Size (L x W x H cm): 15.3x9.5x1 Color: black Main Material: Imitation water armpit hair,0 out of 5 (No ratings available),,FALSE,FALSE,beauty
915 Generation 1Pcs Tapered Blending Brush Power Small Contour High Brush,Shipped from abroad,EGP 106.56,47%,https://www.jumia.com.eg/915-generation-1pcs-tapered-blending-brush-power-small-contour-high-brush-37347999.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/99/974373/1.jpg?2272,"High quality brushes made from high-grade synthetic fibers 100% New and High Quality An amazingly soft and super fluffy powder brush.A must have for any makeup brush enthusiast!This blush brush is preferred 2-to-1 over a leading department store brand for finish. Our blush brush is custom-cut to contour and define cheeks for perfect blended,high definition results.Tapered cut to blend like a pro Perfect for cream or powder blush,Large brush used for applying and blending cream or powder bronzer and blushes.Use to create an airbrushed look with ultra-fine synthetic fiber. Color:1# white powder blue T-01-188 Material:nylon +wooden handle Size about:20.2*2.2*1.4cm Weight:21g Package Contents: 1*Makeup Brush Only the above package content, other products are not included. Note: Light shooting and different displays may cause the color of the item in the a little different from the real thing. The measurement allowed error is +/- 1-3cm.",SKU: BR830ST1NISPXNAFAMZ Model: Makeup Brushes Cosmetic tools Production Country: China Size (L x W x H cm): 20x2x2 Color: multicolor Main Material: nylon +wooden handle Warranty Address: None,0 out of 5 (No ratings available),,FALSE,FALSE,beauty
915 Generation 5 Pairs 3D Long Cross Artificial Eyelashes Black Eyelashes,Shipped from abroad,EGP 189.76,49%,https://www.jumia.com.eg/915-generation-5-pairs-3d-long-cross-artificial-eyelashes-black-eyelashes-43178528.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/82/587134/1.jpg?5765,Durable and good quality nature Rich money Three dimensional multilayer 3D The details are as described above,SKU: BR830ST1D64N2NAFAMZ Model: Eyelashes Production Country: China Size (L x W x H cm): 15.3x9.5x1 Color: black Main Material: Imitation water armpit hair,0 out of 5 (No ratings available),,FALSE,FALSE,beauty
915 Generation 1Pc Finger Ring Nail Art Palette Liquid Color Mixing,Shipped from abroad,EGP 63.04,49%,https://www.jumia.com.eg/915-generation-1pc-finger-ring-nail-art-palette-liquid-color-mixing-43181495.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/59/418134/1.jpg?9521,Durable and good quality Nail Art Palette Liquid Color Mixing Painting Mix Plate Nail Mixing Color Palette Manicure Salon Tools The details are as described above,SKU: BR830ST0ZDJBQNAFAMZ Model: Nail Art Palette Production Country: China Size (L x W x H cm): 3.5x2.5x2.5 Color: silver Main Material: stainless steel,0 out of 5 (No ratings available),,FALSE,TRUE,beauty
915 Generation Black 3mm Acrylic Plastic Circular Plate Laser,Shipped from abroad,EGP 58.88,47%,https://www.jumia.com.eg/915-generation-black-3mm-acrylic-plastic-circular-plate-laser-39259217.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/71/295293/1.jpg?2134,"* SODIAL is a registered trademark. ONLY Authorized seller of SODIAL can sell under SODIAL listings. Our products will enhance your experience to unparalleled inspiration. SODIAL(R)Black 3mm Acrylic Plastic Circular Plate Laser Cutting Round Mirror Diameter: 70mm Material: Plastic Size: 70mm Thickness: 3mm / 0.02 "" Color: black Package: 1 x acrylic disc Note:Light shooting and different displays may cause the color of the item in the picture a little different from the real thing. The measurement allowed error is +/- 1-3 cm.",SKU: BR830ST16G3STNAFAMZ Model: Makeup Mirrors Production Country: China Size (L x W x H cm): 7x7x0.3 Color: multicolor Main Material: as shouwn Warranty Address: None,0 out of 5 (No ratings available),,FALSE,FALSE,beauty
915 Generation Household Light Luxury Three-Compartment,Shipped from abroad,EGP 629.44,47%,https://www.jumia.com.eg/915-generation-household-light-luxury-three-compartment-40000468.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/86/400004/1.jpg?0874,"Colour:pink Material:PP+PS Size:213.5 x 85.7 x 91mm Package Contents: 1 x Cosmetic storage box Only the above package content, other products are not included. Note: Light shooting and different displays may cause the color of the item in the picture a little different from the real thing. The measurement allowed error is +/- 1-3cm.",SKU: BR830FD1FFUO4NAFAMZ Model: Makeup Organizers Production Country: China Size (L x W x H cm): 23x11x9 Color: multicolor Main Material: PP+PS Warranty Address: None,0 out of 5 (No ratings available),,FALSE,FALSE,beauty
915 Generation Classic Vintage Antique Heart Shape Jewelry Box,Shipped from abroad,EGP 272.00,47%,https://www.jumia.com.eg/915-generation-classic-vintage-antique-heart-shape-jewelry-box-37102348.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/84/320173/1.jpg?1808,"size:6x6x3.4cm Package Contents: 1 * jewelry storage box Only the above package content, other products are not included. Note: Light shooting and different displays may cause the color of the item in the picture a little different from the real thing. The measurement allowed error is +/- 1-3cm.",SKU: BR830FD1E79V1NAFAMZ Model: Makeup Organizers Production Country: China Size (L x W x H cm): 6.6x6x4 Color: multicolor Main Material: Zinc alloy Warranty Address: None,0 out of 5 (No ratings available),915 Generation,FALSE,FALSE,beauty
915 Generation 1Pc Finger Ring Nail Art Palette Color Mixing Painting,Shipped from abroad,EGP 63.04,49%,https://www.jumia.com.eg/915-generation-1pc-finger-ring-nail-art-palette-color-mixing-painting-44473689.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/98/637444/1.jpg?4067,"Fashionable and Convenient. Suitable for Painting Nails. Ideal for blending colors and prevents contamination. Just wear this palette ring on your thumb / forefinger while creating the most beautiful nail art. Can be used with Nail Art Paint, s, Polishes, es, Pigments, Lash Adhesive, etc. The rim of the ring is blunt, do not worried about that it will be sharp and will hurt you. Colour:silver Material:stainless steel Size:3.5*3*2.5cm Package Contents: 1*Palette Only the above package content, other products are not included. Note: Light shooting and different displays may cause the color of the item in the a little different from the real thing. The measurement allowed error is +/- 1-3cm.",SKU: BR830ST1MQ550NAFAMZ Model: Nail Art Palette Production Country: China Size (L x W x H cm): 3.5x2.5x2.5 Color: multicolor Main Material: stainless steel Warranty Address: None,0 out of 5 (No ratings available),916 Generation,FALSE,FALSE,beauty
915 Generation MAANGE Makeup Brush 10 Pcs Multifunctional Makeup Brush,Shipped from abroad,EGP 161.28,47%,https://www.jumia.com.eg/915-generation-maange-makeup-brush-10-pcs-multifunctional-makeup-brush-39255967.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/76/955293/1.jpg?1641,"Brand: MAANGE Product Category: Makeup Brush Handle specifications: portable Product weight: 35g colour:Gray Material:Plastic + nylon size:16*8.0*1.0 cm Package Contents: 1*set Make up brush(10 pcs) Only the above package content, other products are not included. Note: Light shooting and different displays may cause the color of the item in the a little different from the real thing. The measurement allowed error is +/- 1-3cm.",SKU: BR830ST19TF31NAFAMZ Model: Make up brush Production Country: China Size (L x W x H cm): 13.5x3.5x2 Color: multicolor Main Material: Plastic + nylon Warranty Address: None,0 out of 5 (No ratings available),917 Generation,FALSE,TRUE,beauty
915 Generation Opp Bag Cuing Eyelash Cuer Eyelash Cuer Eyelash Cuer Local,Shipped from abroad,EGP 127.36,47%,https://www.jumia.com.eg/915-generation-opp-bag-cuing-eyelash-cuer-eyelash-cuer-eyelash-cuer-local-37355967.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/76/955373/1.jpg?7896,"Item Type:Eyelash Cuer Color:rose gold material:metal Size:10*3.5cm Specifications:Opp bag Package Contents: 1*eyelash cuer Only the above package content, other products are not included. Note: Light shooting and different displays may cause the color of the item in the a little different from the real thing. The measurement allowed error is +/- 1-3cm.",SKU: BR830ST19TF59NAFAMZ Model: eyelash cuer Production Country: China Size (L x W x H cm): 10.5x9x3 Color: multicolor Main Material: metal Warranty Address: None,0 out of 5 (No ratings available),918 Generation,FALSE,FALSE,beauty
